X,Y,
105,-2.131426875860356
106,-2.0127317982748565
107,-1.8963738897330842
108,-1.7822838466453703
109,-1.6703951097099434
110,-1.5606437281829955
111,-1.4529682321817603
112,-1.3473095124679162
113,-1.2436107072027198
114,-1.141817095204118
115,-1.0418759952724344
116,-0.9437366711831885
117,-0.8473502419772814
118,-0.7526695972044877
119,-0.6596493168028132
120,-0.5682455953194108
121,-0.4784161701985852
122,-0.39012025388416305
123,-0.30331846949988517
124,-0.21797278988867674
125,-0.13404647980686946
126,-0.0515040410835752
127,0.029688839431742053
128,0.10956533929808643
129,0.1881575474426711
130,0.2654965087938592
131,0.3416122667225636
132,0.41653390341630825
133,0.49028957830407194
134,0.562906564640258
135,0.634411284351529
